City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,meadow lakes,61.6247,-149.6011,13.68,66,0,0.45,US,1724183227
293,cabinda,-5.55,12.2,23.08,88,2,1.03,AO,1724183228
294,vila franca do campo,37.7167,-25.4333,26.23,81,32,0.89,PT,1724183229
295,hauterive,46.0901,3.4459,17.52,65,3,0.36,FR,1724183230
296,nouadhibou,20.931,-17.0347,26.99,78,63,5.66,MR,1724183231
297,holualoa,19.6228,-155.9522,25.91,94,40,3.6,US,1724183232
298,redencao,-4.2258,-38.7306,27.55,61,0,4.37,BR,1724183234
299,laguna,38.421,-121.4238,31.24,34,0,3.09,US,1724183235
300,rockland,41.1668,-74.0496,21.72,55,0,0.45,US,1724183236
301,flin flon,54.7682,-101.865,25.91,61,75,4.63,CA,1724183238
302,tolanaro,-25.0319,46.9987,22.04,60,40,9.77,MG,1724183239
303,adrar,20.5022,-10.0711,35.81,30,31,1.64,MR,1724183240
304,chicoana,-25.1009,-65.5331,13.03,47,5,3.25,AR,1724183241
305,kete krachi,7.7939,-0.0498,24.51,87,98,2.64,GH,1724183242
306,aldan,58.6031,125.3894,15.99,82,100,1.66,RU,1724183244
307,ribas do rio pardo,-20.4431,-53.7592,36.31,12,4,4.07,BR,1724183245
308,kargasok,59.0556,80.8572,11.27,89,98,0.84,RU,1724183246
309,severo-yeniseyskiy,60.3725,93.0408,9.49,97,100,1.76,RU,1724183247
310,concepcion,-36.827,-73.0498,10.89,62,40,5.14,CL,1724183185
311,morehead city,34.7229,-76.726,28.89,73,75,3.6,US,1724183249
312,queenstown,-31.8976,26.8753,16.58,17,2,3.95,ZA,1724183250
313,iwanai,42.9744,140.5089,16.41,96,22,2.5,JP,1724183252
314,vlore,40.4667,19.4897,24.68,70,92,2.29,AL,1724183253
315,mil'kovo,55.6078,37.7956,21.3,67,74,3.21,RU,1724183254
316,touros,-5.1989,-35.4608,25.55,77,9,5.99,BR,1724183255
317,sanctuary point,-35.1114,150.629,12.63,82,100,2.21,AU,1724183256
318,udachny,66.4167,112.4,12.45,81,62,2.68,RU,1724183257
319,muroto-misakicho,33.2833,134.15,28.32,83,7,4.82,JP,1724182735
320,cadale,2.7603,46.3222,25.2,81,100,10.96,SO,1724183259
321,keflavik,64.0049,-22.5624,11.24,76,0,3.09,IS,1724183260
322,shitanjing,39.2342,106.3439,20.59,51,65,1.17,CN,1724183262
323,dailekh,28.8333,81.6667,21.85,97,100,0.73,NP,1724183263
324,dudinka,69.4058,86.1778,10.15,85,54,1.43,RU,1724183264
325,kudat,6.8837,116.8477,27.96,83,23,1.03,MY,1724183265
326,namibe,-15.1961,12.1522,18.99,83,81,4.09,AO,1724183266
327,pacific grove,36.6177,-121.9166,26.82,76,0,2.57,US,1724183267
328,kupang,-10.1667,123.5833,25.32,83,57,3.6,ID,1724183268
329,tyukhtet,56.5389,89.3011,13.65,88,80,2.73,RU,1724183269
330,brookings,44.3114,-96.7984,17.84,97,100,3.09,US,1724183271
331,dosso,13.049,3.1937,27.63,71,93,3.68,NE,1724183272
332,mandalgovi,45.7625,106.2708,15.17,88,100,2.14,MN,1724183273
333,guajara mirim,-10.7828,-65.3394,36.09,38,40,2.06,BR,1724183274
334,oriximina,-1.7656,-55.8661,35.82,27,11,2.19,BR,1724183133
335,awjilah,29.1081,21.2869,33.69,28,0,5.12,LY,1724183276
336,arawa,-6.2132,155.5367,24.84,94,38,2.19,PG,1724183277
337,benalla,-36.55,145.9833,9.3,92,99,1.59,AU,1724183278
338,cam ranh,11.9214,109.1591,27.98,78,20,0.0,VN,1724183281
339,tondano,1.3038,124.9112,20.05,93,100,0.8,ID,1724183282
340,saint-joseph,-21.3667,55.6167,19.21,80,51,7.65,RE,1724182752
341,smidovich,48.6,133.8167,14.13,85,100,3.35,RU,1724183284
342,corner brook,48.9667,-57.9484,19.86,98,100,1.06,CA,1724183108
343,panacan,9.2463,118.4082,27.36,80,10,1.24,PH,1724183286
344,eraan,9.0629,117.7016,26.11,86,34,2.11,PH,1724183287
345,pitimbu,-7.4706,-34.8086,25.26,78,17,4.43,BR,1724183288
346,shibganj,24.6829,88.1598,26.0,91,8,1.9,BD,1724183290
347,kangding,30.0513,101.9603,13.4,87,12,2.45,CN,1724183291
348,mariestad,58.7097,13.8237,15.84,81,3,2.69,SE,1724183292
349,san jorge,-31.8962,-61.8598,9.77,96,100,3.65,AR,1724183293
350,lydenburg,-25.0978,30.4597,10.49,55,0,0.37,ZA,1724183294
351,lubango,-14.9172,13.4925,19.92,15,0,3.09,AO,1724183295
352,hotan,37.0997,79.9269,22.95,46,94,1.29,CN,1724183296
353,piranhas,-16.4269,-51.8222,36.0,12,6,2.42,BR,1724183297
354,almodovar,37.4959,-8.0937,26.63,45,0,6.93,PT,1724183299
355,lycksele,64.5954,18.6735,14.93,77,98,3.6,SE,1724183300
356,pisco,-13.7,-76.2167,19.03,100,0,4.06,PE,1724183301
357,port mathurin,-19.6833,63.4167,21.45,68,98,12.03,MU,1724183302
358,zhigalovo,54.8097,105.1578,12.5,96,2,0.48,RU,1724183303
359,bac lieu,9.285,105.7244,26.92,83,100,2.71,VN,1724183304
360,tinogasta,-28.0632,-67.5649,18.64,33,3,5.8,AR,1724183305
361,niwari,28.8833,77.5333,26.63,86,80,2.7,IN,1724183306
362,badger,64.8,-147.5333,9.09,74,75,6.69,US,1724183308
363,novo aripuana,-5.1206,-60.3797,39.74,18,83,1.52,BR,1724183309
364,tobruk,32.0836,23.9764,27.25,80,0,6.95,LY,1724183310
365,north platte,41.1239,-100.7654,30.6,59,40,5.66,US,1724183311
366,freetown,8.484,-13.2299,25.84,89,75,8.23,SL,1724183312
367,xiaoweizhai,26.1903,107.5125,21.63,96,0,1.18,CN,1724183313
368,yerofey pavlovich,53.9667,121.9667,10.98,77,5,0.73,RU,1724183314
369,kailua-kona,19.6406,-155.9956,27.98,87,40,3.6,US,1724183101
370,taitung city,22.7583,121.1444,26.68,70,100,3.83,TW,1724183317
371,shakawe,-18.3667,21.85,17.24,16,0,2.33,BW,1724183318
372,el jadid,33.2549,-8.506,22.5,87,99,3.47,MA,1724183319
373,waynesville,35.4887,-82.9887,25.06,40,0,0.89,US,1724183183
374,sitangkai,4.6628,119.3928,27.9,78,94,2.38,PH,1724183321
375,kayangel,8.0823,134.7173,29.04,71,75,1.11,PW,1724183322
376,kumi,36.1136,128.336,31.75,90,100,1.93,KR,1724183323
377,villa madero,19.4,-101.2667,20.04,84,98,0.44,MX,1724183324
378,mount gambier,-37.8333,140.7667,11.14,96,96,2.98,AU,1724183326
379,lagunas,-5.2269,-75.6753,35.46,38,10,0.78,PE,1724183327
380,nchelenge,-9.3451,28.734,21.9,42,0,1.74,ZM,1724183328
381,coro,11.4045,-69.6734,32.31,60,10,12.19,VE,1724183268
382,jabat,7.75,168.9751,28.12,75,100,4.35,MH,1724183330
383,chui,-33.6971,-53.4616,13.27,72,54,4.19,UY,1724183331
384,constitucion,-35.3333,-72.4167,10.0,57,0,2.98,CL,1724183156
385,faya-largeau,17.9257,19.1043,31.69,55,8,7.8,TD,1724183333
386,grambling,32.5276,-92.714,31.96,43,0,3.09,US,1724183334
387,qamdo,31.1667,97.2333,5.06,71,9,0.97,CN,1724183335
388,bardai,11.65,7.2333,21.47,92,100,3.39,NG,1724183337
389,ridder,50.355,83.5133,16.94,41,56,3.58,KZ,1724183338
390,kazanlak,42.6167,25.4,17.24,95,46,1.14,BG,1724183339
391,antsiranana,-12.2787,49.2917,22.35,64,0,8.79,MG,1724183340
392,paraty,-23.2178,-44.7131,24.15,74,0,1.55,BR,1724183341
393,kharan,28.5833,65.4167,32.92,17,2,1.65,PK,1724183342
394,yutan,28.25,112.55,25.32,89,0,1.22,CN,1724183343
395,tabou,4.423,-7.3528,24.53,87,100,5.5,CI,1724183344
396,moree,-29.4667,149.85,13.52,87,9,5.85,AU,1724183346
397,yuzhno-kurilsk,44.0306,145.8556,13.84,86,16,1.08,RU,1724183347
398,galliano,29.4422,-90.2992,33.0,49,0,1.54,US,1724183348
399,beni saf,35.301,-1.3823,26.38,68,5,0.96,DZ,1724183349
400,saynshand,44.8824,110.1163,17.56,78,1,4.35,MN,1724183350
401,mukalla,14.5425,49.1242,29.68,71,49,0.95,YE,1724183351
402,goianapolis,-16.5106,-49.0239,31.6,16,0,3.22,BR,1724183352
403,erzincan,39.75,39.5,26.61,36,0,1.03,TR,1724183353
404,mejit,10.2753,170.8646,28.1,79,44,5.53,MH,1724183355
405,mugia,43.1041,-9.2179,19.95,81,73,9.15,ES,1724183357
406,middelburg,-25.7751,29.4648,15.06,34,0,1.69,ZA,1724183358
407,zaozersk,69.4005,32.4476,9.45,81,39,1.56,RU,1724183359
408,corning,42.1428,-77.0547,17.81,67,100,2.06,US,1724183269
409,bull savanna,17.8868,-77.5902,30.43,61,0,9.79,JM,1724183361
410,vacaria,-28.5122,-50.9339,23.73,67,7,2.33,BR,1724183362
411,sremski karlovci,45.2025,19.9344,26.16,50,74,0.45,RS,1724183364
412,nizhneudinsk,54.9076,99.0276,13.1,91,63,1.52,RU,1724183365
413,yinchuan,38.4681,106.2731,22.99,43,5,1.04,CN,1724183366
414,vilyuchinsk,52.9306,158.4028,7.15,86,100,3.6,RU,1724183362
415,robore,-18.3333,-59.75,36.05,41,14,0.0,BO,1724183368
416,trincomalee,8.5711,81.2335,27.79,79,100,3.28,LK,1724183369
417,pasuquin,18.3328,120.6177,26.97,89,75,2.06,PH,1724183370
418,shahba,32.8551,36.629,23.65,51,0,4.41,SY,1724183371
419,antofagasta,-23.65,-70.4,14.6,88,79,4.38,CL,1724183115
420,carnarvon,-24.8667,113.6333,17.17,76,0,4.81,AU,1724183374
421,gambiran satu,-8.3939,114.1464,20.7,93,97,1.59,ID,1724183375
422,klaksvik,62.2266,-6.589,10.33,92,100,7.19,FO,1724183376
423,cartagena,10.3997,-75.5144,31.79,74,40,4.63,CO,1724183296
424,edmundston,47.3737,-68.3251,16.13,82,100,4.63,CA,1724183378
425,fale old settlement,-9.3852,-171.2468,27.77,82,100,11.29,TK,1724183379
426,lae,-6.7221,146.9847,22.7,94,100,2.9,PG,1724183381
427,pankovka,58.5,31.1999,13.53,74,100,1.73,RU,1724183383
428,san patricio,28.017,-97.5169,37.97,32,25,4.17,US,1724183384
429,la sarre,48.8002,-79.1996,18.72,33,44,5.78,CA,1724183385
430,maracacume,-2.0428,-45.9592,29.54,57,100,4.01,BR,1724183386
431,nueva gerona,21.8833,-82.8,32.74,55,28,1.81,CU,1724183387
432,arar,30.9753,41.0381,35.01,8,0,4.12,SA,1724183388
433,nykoping,58.753,17.0079,16.16,77,0,3.09,SE,1724183389
434,khadan khak,30.7477,67.7085,23.79,47,0,1.61,PK,1724183390
435,raduzhny,62.0961,77.475,15.53,72,94,0.71,RU,1724183392
436,alofi,-19.0595,-169.9187,23.94,94,75,2.06,NU,1724183393
437,mbandaka,0.0487,18.2603,21.66,95,72,0.65,CD,1724183394
438,bayanhongor,46.7167,100.1167,12.65,68,100,1.22,MN,1724183395
439,margate,51.3813,1.3862,18.82,55,91,9.84,GB,1724183396
440,lilongwe,-13.9669,33.7873,19.57,43,2,2.38,MW,1724183397
441,urzhar,47.093,81.6294,19.89,29,3,2.85,KZ,1724183398
442,taksimo,56.3444,114.8794,18.6,79,100,1.36,RU,1724183399
443,yeniseysk,58.4497,92.1703,12.45,97,67,1.55,RU,1724183400
444,port macquarie,-31.4333,152.9167,15.6,94,100,1.34,AU,1724183402
445,wau,7.7029,27.9953,21.14,97,100,1.35,SS,1724183403
446,veraval,20.9,70.3667,27.53,87,100,3.29,IN,1724183404
447,skowhegan,44.7651,-69.7192,19.69,69,100,4.64,US,1724183405
448,puerto aysen,-45.4,-72.7,8.05,89,100,0.29,CL,1724183407
449,ballina,-28.8667,153.5667,16.06,90,9,4.63,AU,1724183408
450,belmonte,-15.8631,-38.8828,24.57,71,47,2.2,BR,1724183409
451,mariental,-24.6333,17.9667,20.25,10,0,4.59,NA,1724183411
452,chernyshevskiy,63.0128,112.4714,13.08,96,100,2.21,RU,1724183412
453,dongcun,36.7767,121.1597,24.66,96,100,0.98,CN,1724183413
454,shenjiamen,29.9576,122.298,27.75,86,51,10.87,CN,1724183414
455,saint-louis,16.3333,-15.0,32.78,46,96,6.81,SN,1724183415
456,mamuju,-2.6748,118.8885,25.3,89,93,1.4,ID,1724183417
457,la passe,45.5549,-0.8967,18.74,82,73,6.43,FR,1724183418
458,thrissur,10.5167,76.2167,24.43,98,100,1.94,IN,1724183420
459,skive,56.5667,9.0333,16.2,90,100,0.45,DK,1724183421
460,polyarnyy,69.1989,33.4478,10.85,77,8,3.14,RU,1724183422
461,as sulayyil,20.4607,45.5779,31.08,43,86,6.66,SA,1724183423
462,savalou,7.9281,1.9756,23.1,91,97,1.13,BJ,1724183424
463,tindouf,27.6711,-8.1474,38.25,28,40,4.12,DZ,1724183425
464,huancavelica,-12.7667,-74.9833,11.1,33,88,4.06,PE,1724183426
465,turpan,42.9333,89.1667,31.47,30,89,0.52,CN,1724183427
466,kapit,2.0167,112.9333,23.31,99,100,0.5,MY,1724183429
467,nar'yan-mar,67.6713,53.087,6.49,98,53,2.98,RU,1724183430
468,prado,-17.3411,-39.2208,24.4,72,33,4.12,BR,1724183431
469,lokomotivnyy,53.0118,60.5684,13.46,90,100,3.1,RU,1724183432
470,kidal,18.4411,1.4078,35.23,37,0,1.89,ML,1724183435
471,labuan bajo,-8.4964,119.8877,23.15,87,32,1.69,ID,1724183436
472,tralee,52.2704,-9.7026,12.25,84,24,5.19,IE,1724183438
473,karatau,43.1667,70.4667,21.17,27,3,2.8,KZ,1724183439
474,makarov,48.6333,142.8,14.76,80,54,2.83,RU,1724183440
475,summerside,46.3959,-63.7876,26.07,73,47,7.72,CA,1724183210
476,al kharijah,25.4514,30.5464,33.27,19,0,3.99,EG,1724183443
477,jiayuguan,39.8167,98.3,20.52,37,100,1.68,CN,1724183444
478,coari,-4.085,-63.1414,33.82,35,94,1.34,BR,1724183360
479,susuman,62.7833,148.1667,10.76,82,100,0.93,RU,1724183446
480,zeya,53.75,127.2667,11.68,74,0,1.19,RU,1724183447
481,nuku'alofa,-21.1333,-175.2,19.19,94,20,1.54,TO,1724183448
482,salmon arm,50.6998,-119.3024,26.84,38,55,1.03,CA,1724183449
483,grand falls-windsor,48.9332,-55.6649,14.17,93,100,0.89,CA,1724183450
484,bellmere,-27.0875,152.923,15.21,98,20,1.21,AU,1724183452
485,kotdwara,29.75,78.5333,24.3,93,95,1.54,IN,1724183453
486,borjomi,41.8527,43.4128,16.99,78,0,2.25,GE,1724183454
487,flying fish cove,-10.4217,105.6791,24.82,83,75,5.66,CX,1724183455
488,grand-bourg,15.8835,-61.3148,27.84,81,1,6.76,GP,1724183456
489,labrador city,52.9463,-66.9114,16.95,41,40,7.15,CA,1724183457
490,toliara,-23.35,43.6667,22.77,48,0,7.2,MG,1724183458
491,prince george,53.9166,-122.753,17.57,72,100,6.69,CA,1724183222
492,muisne,0.6,-80.0333,24.88,80,75,5.98,EC,1724183461
493,okeho,8.0333,3.35,21.93,90,90,1.91,NG,1724183462
494,thaton,16.9206,97.3714,24.66,95,100,1.83,MM,1724183463
495,carl junction,37.1767,-94.5655,28.45,54,89,3.97,US,1724183464
496,anta,25.15,76.3,26.2,85,100,1.7,IN,1724183465
497,inirida,3.8653,-67.9239,31.49,57,100,1.22,CO,1724183466
498,tommot,58.9564,126.2925,16.16,94,100,0.24,RU,1724183467
499,vodnyy,63.5046,53.4095,10.95,98,100,1.74,RU,1724183468
500,fayetteville,35.0527,-78.8784,28.53,63,75,4.63,US,1724183179
501,mezhdurechenskiy,59.6,65.9333,15.65,67,100,1.22,RU,1724183471
502,ceiba,18.4463,-66.3507,31.8,79,22,1.34,PR,1724183472
503,guarapari,-20.6667,-40.4975,24.29,75,8,5.73,BR,1724183473
504,priargunsk,50.3691,119.1012,14.85,64,100,1.04,RU,1724183474
505,weligama,5.9667,80.4167,28.28,90,93,2.86,LK,1724183475
506,aykol,38.1751,77.2132,21.17,49,36,1.59,CN,1724183476
507,nuuk,64.1835,-51.7216,7.34,65,75,5.66,GL,1724183477
508,bonnyville,54.2668,-110.735,26.55,35,3,3.65,CA,1724183479
509,bel ombre,-4.6167,55.4167,25.91,83,20,4.12,SC,1724183480
510,daru,-9.0763,143.2092,25.21,87,100,7.89,PG,1724183481
511,banda aceh,5.5577,95.3222,25.87,73,99,5.15,ID,1724183482
512,south hill,47.1412,-122.2701,17.59,92,0,1.54,US,1724183483
513,howard springs,-12.497,131.047,23.79,91,6,1.31,AU,1724183484
514,ancud,-41.8697,-73.8203,9.96,60,49,1.22,CL,1724183485
515,douentza,14.9951,-2.9517,31.29,51,9,3.25,ML,1724183487
516,ispir,40.4829,40.9956,24.29,48,57,2.41,TR,1724183488
517,tadine,-21.55,167.8833,18.92,66,13,4.41,NC,1724183489
518,itoman,26.1247,127.6694,29.43,89,100,4.63,JP,1724183490
519,salalah,17.0151,54.0924,24.05,100,100,2.06,OM,1724183492
520,rapid city,44.0805,-103.231,32.48,41,0,4.47,US,1724183325
521,egilsstadir,65.2653,-14.3948,6.95,76,75,6.69,IS,1724183494
522,jining,35.405,116.5814,22.61,91,0,1.35,CN,1724183496
523,esperanza,19.5847,-70.9849,34.61,58,4,3.13,DO,1724183497
524,lauro de freitas,-12.8944,-38.3272,27.01,57,20,4.12,BR,1724183281
525,pelotas,-31.7719,-52.3425,15.01,92,100,4.12,BR,1724183340
526,kadiri,14.1167,78.1667,26.98,73,93,2.48,IN,1724183500
527,ambon,-3.6954,128.1814,26.6,95,40,3.09,ID,1724183501
528,ola,59.5833,151.2833,12.38,81,100,0.75,RU,1724183502
529,makurazaki,31.2667,130.3167,25.23,92,93,2.42,JP,1724183503
530,sao tome,0.3365,6.7273,24.32,86,65,5.06,ST,1724183504
531,cody,44.5263,-109.0565,31.12,27,0,3.6,US,1724183506
532,dongsheng,39.8161,109.9776,18.08,63,1,1.32,CN,1724183507
533,rabigh,22.7986,39.0349,33.79,50,99,3.78,SA,1724183508
534,karatuzskoye,53.6072,92.8667,12.41,70,3,1.25,RU,1724183510
535,businga,3.3333,20.8833,22.25,98,98,0.91,CD,1724183511
536,majene,-3.5403,118.9707,23.99,89,98,5.16,ID,1724183512
537,san felipe,10.3399,-68.7425,32.66,42,100,3.17,VE,1724183513
538,shingu,33.7333,135.9833,25.42,89,50,2.16,JP,1724183515
539,envira,-7.3,-70.2167,29.8,52,100,3.17,BR,1724183516
540,cockburn town,21.4612,-71.1419,28.6,80,0,8.26,TC,1724183226
541,moussoro,13.6408,16.4901,28.83,66,80,4.32,TD,1724183518
542,linxia chengguanzhen,35.6003,103.2064,13.58,50,1,1.84,CN,1724183520
543,zyrya,40.3661,50.2917,21.05,56,1,2.37,AZ,1724183522
544,ilebo,-4.3167,20.5833,26.52,28,30,0.17,CD,1724183523
545,gitarama,-2.0744,29.7567,20.29,40,94,0.87,RW,1724183524
546,filadelfia,39.9523,-75.1638,22.78,51,75,7.2,US,1724183227
547,betio village,1.358,172.9211,28.02,69,87,6.44,KI,1724183526
548,paciran,-6.8767,112.3761,23.22,80,39,4.39,ID,1724183527
549,celestun,20.8667,-90.4,30.76,65,4,6.18,MX,1724183528
550,pechora,65.1472,57.2244,11.19,78,69,2.53,RU,1724183229
551,santa maria del oro,25.9333,-105.3667,28.28,36,100,4.88,MX,1724183530
552,toyooka,35.5333,134.8333,24.16,90,98,1.61,JP,1724183532
553,falmouth,50.1544,-5.0711,15.32,77,20,5.66,GB,1724183361
554,ondangwa,-17.9167,15.95,20.04,12,0,3.72,NA,1724183534
555,marka,1.7159,44.7717,24.83,84,96,9.77,SO,1724183535
556,voi,-3.3945,38.563,20.86,82,9,5.53,KE,1724183536
557,port moresby,-9.4431,147.1797,24.68,83,75,2.57,PG,1724183537
558,cidreira,-30.1811,-50.2056,15.97,91,100,6.23,BR,1724183538
559,kamensk-ural'skiy,56.4185,61.9329,12.78,94,46,3.29,RU,1724183370
560,bada,51.392,109.8717,16.12,89,100,1.4,RU,1724183541
561,gutierrez zamora,20.45,-97.0833,31.44,62,24,4.01,MX,1724183542
562,uravakonda,14.95,77.2667,27.36,75,100,3.22,IN,1724183543
563,nishinoomote,30.7333,131.0,28.4,85,13,3.95,JP,1724183544
564,altay,47.8667,88.1167,15.66,27,0,3.27,CN,1724183545
565,la serena,-29.9078,-71.2542,13.73,71,75,3.6,CL,1724183527
566,loukhi,66.0764,33.0381,11.77,65,77,1.92,RU,1724183547
567,kolwezi,-10.7148,25.4667,17.97,29,0,2.16,CD,1724183548
568,huron,41.1501,-82.5499,20.51,56,38,6.08,US,1724183549
569,amga,60.8953,131.9608,14.59,99,100,0.17,RU,1724183551
570,tirat karmel,32.7617,34.9719,26.99,75,0,2.32,IL,1724183552
571,luza,60.6308,47.2512,10.73,84,7,3.82,RU,1724183553
572,tucupita,9.0622,-62.051,34.62,46,54,4.38,VE,1724183554
573,jaguarari,-10.2639,-40.1958,23.13,52,9,3.33,BR,1724183555
574,palikir - national government center,6.9248,158.1611,23.41,94,40,2.57,FM,1724183556
575,ndibene dahra,15.3338,-15.4766,29.31,67,100,4.29,SN,1724183557
576,maiduguri,11.8464,13.1603,24.99,80,95,2.89,NG,1724183558
577,darwin,-12.4611,130.8418,23.83,92,7,1.03,AU,1724183560
578,ribadavia,42.288,-8.1436,19.95,72,100,3.07,ES,1724183561
579,barretos,-20.5572,-48.5678,32.85,15,0,1.38,BR,1724183316
580,saint-philippe,-21.3585,55.7679,20.19,80,78,7.32,RE,1724183564
581,new norfolk,-42.7826,147.0587,9.4,99,100,1.17,AU,1724183565
582,hirara,24.8,125.2833,28.92,94,20,4.12,JP,1724183566
583,zambezi,-13.5432,23.1047,17.32,12,0,2.95,ZM,1724183567
584,rabo de peixe,37.8,-25.5833,25.73,73,20,4.63,PT,1724183569
585,ghadamis,30.1337,9.5007,37.11,16,0,4.97,LY,1724183570
586,issia,6.4922,-6.5856,22.27,98,100,2.47,CI,1724183571
587,resplendor,-19.3256,-41.2553,30.21,31,6,2.08,BR,1724183572
